id,name,type
540,On the Extraction of Curve Skeletons using Gradient Vector Flow,paper
541,Locating moving entities in indoor environments with teams of mobile robots,paper
542,Discriminative language modeling with conditional random fields and the perceptron algorithm,paper
543,Is random model better? On its accuracy and efficiency,paper
544,Morphological richness offsets resource demand- experiences in constructing a POS tagger for Hindi,paper
545,Multivariate visualization in observation-based testing,paper
546,A model for the detection of motion over time,paper
547,A hierarchical Bayesian Markovian model for motifs in biopolymer sequences,paper
548,A user browsing model to predict search engine click data from past observations.,paper
549,Correlated topic models,paper
550,Context-aware citation recommendation,paper
551,Design and evaluation of alternative selection placement strategies in optimizing continuous queries,paper
552,Toward Off-Policy Learning Control with Function Approximation,paper
553,Learning in Silicon: Timing is Everything,paper
554,Learning textual entailment using SVMs and string similarity measures,paper
555,Correcting sample selection bias in maximum entropy density estimation,paper
556,Reinforcement learning with Gaussian processes,paper
557,Optimizing multidimensional index trees for main memory access,paper
558,Learning Decision Tree Classifiers from Attribute Value Taxonomies and Partially Specified Data,paper
559,Video object segmentation using Eulerian region-based active contours,paper
560,Learning and Multiagent Reasoning for Autonomous Agents,paper
561,Efficient projections onto the l 1 -ball for learning in high dimensions,paper
562,Diffusion maps for edge-aware image editing,paper
563,A generic framework for efficient subspace clustering of high-dimensional data,paper
564,INSCY: Indexing Subspace Clusters with In-Process-Removal of Redundancy,paper
565,Mutual information-based 3D surface matching with applications to face recognition and brain mapping,paper
566,A General Framework for Representing and Reasoning with Annotated Semantic Web Data,paper
567,Is question answering an acquired skill?,paper
568,Simple estimators for relational Bayesian classifiers,paper
569,First-order probabilistic inference,paper
570,COFI RANK - Maximum Margin Matrix Factorization for Collaborative Ranking,paper
571,Multiple description decoding of overcomplete expansions using projections onto convex sets,paper
572,Adaptive caching by refetching,paper
573,Feature selection for SVMs,paper
574,How power users help and hinder open bug reporting,paper
575,Reactions to peripheral image motion using a head/eye platform,paper
576,Looking around the corner using transient imaging,paper
577,Context-aware ranking in web search,paper
578,An Alternative Infinite Mixture Of Gaussian Process Experts,paper
579,Decision-theoretic troubleshooting: a framework for repair and experiment,paper
580,Distributed Value Functions,paper
581,Personalized recommendation on dynamic content using predictive bilinear models,paper
582,An exploration of proximity measures in information retrieval,paper
583,Rule writing or annotation: cost-efficient resource usage for base noun phrase chunking,paper
584,Efficient evaluation of the valid-time natural join,paper
585,Mining needle in a haystack: classifying rare classes via two-phase rule induction,paper
586,A browser for bibliographic information retrieval based on an application of lattice theory,paper
587,Privacy Preserving Nearest Neighbor Search,paper
588,On the relationship between the duration of an encounter and the evolution of cooperation in the iterated prisoner's dilemma,paper
589,Estimating the Generalization Performance of an SVM Efficiently,paper
590,Automatically tracking and analyzing the behavior of live insect colonies,paper
591,Wormholes in shape space: tracking through discontinuous changes in shape,paper
592,Spatial join selectivity using power laws,paper
593,Lessons in Neural Network Training: Overfitting May be Harder than Expected,paper
594,Active learning for class imbalance problem,paper
595,Photo clip art,paper
596,The Foundations of Cost-Sensitive Learning,paper
597,Activity-based serendipitous recommendations with the Magitti mobile leisure guide,paper
598,Scaling Up Reinforcement Learning for Robot Control,paper
599,Using High-Level Visual Information for Color Constancy,paper
600,Monte-Carlo simulation balancing,paper
601,A design space for multimodal systems: concurrent processing and data fusion,paper
602,Rumours and reputation: evaluating multi-dimensional trust within a decentralised reputation system,paper
603,Improving Descriptors for Fast Tree Matching by Optimal Linear Projection,paper
604,Unsupervised learning for speech motion editing,paper
605,Polarization-based decorrelation of transparent layers: The inclination angle of an invisible surface,paper
606,Term selection for searching printed Arabic,paper
607,Approximately Optimal Approximate Reinforcement Learning,paper
608,Concise representation of frequent patterns based on disjunction-free generators,paper
609,Light field rendering,paper
610,UniStore: Querying a DHT-based Universal Storage,paper
611,Data warehousing and analytics infrastructure at facebook,paper
612,Multiscale detection of curvilinear structures in 2-D and 3-D image data,paper
613,Restricted Bayes Optimal Classifiers,paper
614,Exploiting Structure in Policy Construction,paper
615,Learning deformable action templates from cluttered videos,paper
616,Collective information extraction with relational Markov networks,paper
617,Ranking with ordered weighted pairwise classification,paper
618,Active Preference Learning with Discrete Choice Data,paper
619,Trust-based recommendation systems: an axiomatic approach,paper
620,Parsing algorithms and metrics,paper
621,Sparse Signal Recovery Using Markov Random Fields,paper
622,Knowledge-Based Support Vector Machine Classifiers,paper
623,TemporalBoost for event recognition,paper
624,The Expected Performance Curve,paper
625,Evolutionary Testing Using an Extended Chaining Approach,paper
626,Efficient distributed algorithms to build inverted files,paper
627,Imprecise and uncertain information in databases: an evidential approach,paper
628,Learning Bayesian networks from incomplete databases,paper
629,Structure preserving embedding,paper
630,Automatic and topology-preserving gradient mesh generation for image vectorization,paper
