source,relation_type,target,source_name,target_name
138,paper_cite_paper,280,Steerable Random Fields,A database of human segmented natural images and its application to evaluating segmentation algorithms and measuring ecological statistics
140,paper_cite_paper,49,A Gradient-Based Boosting Algorithm for Regression Problems,Boosting Algorithms as Gradient Descent in Function Space
140,paper_cite_paper,4526,A Gradient-Based Boosting Algorithm for Regression Problems,Neural Network Ensembles Cross Validation and Active Learning
144,paper_cite_paper,589,A statistical learning learning model of text classification for support vector machines,Estimating the Generalization Performance of an SVM Efficiently
147,paper_cite_paper,3963,Rule-based anomaly pattern detection for detecting disease outbreaks,Anomaly Detection over Noisy Data using Learned Probability Distributions
147,paper_cite_paper,2563,Rule-based anomaly pattern detection for detecting disease outbreaks,Bayesian approaches to failure prediction for disk drives
148,paper_cite_paper,1988,EigenSkin: real time large deformation character skinning in hardware,Graphical modeling and animation of brittle fracture
149,paper_cite_paper,4114,Social tag prediction,A support vector method for multivariate performance measures
149,paper_cite_paper,3033,Social tag prediction,AutoTag: a collaborative approach to automated tag assignment for weblog posts
149,paper_cite_paper,2617,Social tag prediction,Mining association rules between sets of items in large databases
149,paper_cite_paper,1286,Social tag prediction,A Comparative Study on Feature Selection in Text Categorization
149,paper_cite_paper,2777,Social tag prediction,Text categorization with many redundant features: using aggressive feature selection to make SVMs competitive with C4.5
149,paper_cite_paper,1876,Social tag prediction,Evaluating strategies for similarity search on the web
150,paper_cite_paper,1169,Simplified PAC-Bayesian Margin Bounds,Rademacher and Gaussian Complexities: Risk Bounds and Structural Results
158,paper_cite_paper,1045,LETOR: Benchmark Dataset for Research on Learning to Rank for Information Retrieval,A study of smoothing methods for language models applied to Ad Hoc information retrieval
158,paper_cite_paper,1201,LETOR: Benchmark Dataset for Research on Learning to Rank for Information Retrieval,Adapting ranking SVM to document retrieval
158,paper_cite_paper,2060,LETOR: Benchmark Dataset for Research on Learning to Rank for Information Retrieval,Feature selection for ranking
158,paper_cite_paper,4607,LETOR: Benchmark Dataset for Research on Learning to Rank for Information Retrieval,FRank: a ranking method with fidelity loss
158,paper_cite_paper,3086,LETOR: Benchmark Dataset for Research on Learning to Rank for Information Retrieval,New approaches to support vector ordinal regression
158,paper_cite_paper,2552,LETOR: Benchmark Dataset for Research on Learning to Rank for Information Retrieval,AdaRank: a boosting algorithm for information retrieval
158,paper_cite_paper,1348,LETOR: Benchmark Dataset for Research on Learning to Rank for Information Retrieval,Discriminative models for information retrieval
158,paper_cite_paper,3146,LETOR: Benchmark Dataset for Research on Learning to Rank for Information Retrieval,Ranking with multiple hyperplanes
158,paper_cite_paper,1158,LETOR: Benchmark Dataset for Research on Learning to Rank for Information Retrieval,Ranking definitions with supervised learning methods
158,paper_cite_paper,3843,LETOR: Benchmark Dataset for Research on Learning to Rank for Information Retrieval,Mining the peanut gallery: opinion extraction and semantic classification of product reviews
158,paper_cite_paper,3545,LETOR: Benchmark Dataset for Research on Learning to Rank for Information Retrieval,Learning to rank using gradient descent
158,paper_cite_paper,4879,LETOR: Benchmark Dataset for Research on Learning to Rank for Information Retrieval,OHSUMED: an interactive retrieval evaluation and new large test collection for research
158,paper_cite_paper,3759,LETOR: Benchmark Dataset for Research on Learning to Rank for Information Retrieval,Online Ranking/Collaborative Filtering Using the Perceptron Algorithm
159,paper_cite_paper,1882,Virtual Arc Consistency for Weighted CSP,Optimal soft arc consistency
159,paper_cite_paper,4428,Virtual Arc Consistency for Weighted CSP,Existential arc consistency: Getting closer to full arc consistency in weighted CSPs
160,paper_cite_paper,620,Parsing the WSJ using CCG and log-linear models,Parsing algorithms and metrics
161,paper_cite_paper,1600,Inducing Gazetteers for Named Entity Recognition by Large-Scale Clustering of Dependency Relations,Map-Reduce for Machine Learning on Multicore
162,paper_cite_paper,4351,Learning Shared Latent Structure for Image Synthesis and Robotic Imitation,Computing with Infinite Networks
162,paper_cite_paper,3042,Learning Shared Latent Structure for Image Synthesis and Robotic Imitation,Fast Sparse Gaussian Process Methods: The Informative Vector Machine
163,paper_cite_paper,2018,A Scalable Approach to Activity Recognition based on Object Use,Efficient visual event detection using volumetric features
163,paper_cite_paper,3496,A Scalable Approach to Activity Recognition based on Object Use,Exploiting human actions and object context for recognition tasks
163,paper_cite_paper,1938,A Scalable Approach to Activity Recognition based on Object Use,Recognizing action at a distance
163,paper_cite_paper,1376,A Scalable Approach to Activity Recognition based on Object Use,Discovering objects and their location in images
164,paper_cite_paper,193,A Rule-Based Classification Algorithm for Uncertain Data,Efficient Clustering of Uncertain Data
164,paper_cite_paper,2331,A Rule-Based Classification Algorithm for Uncertain Data,An Analysis of Bayesian Classifiers
164,paper_cite_paper,1200,A Rule-Based Classification Algorithm for Uncertain Data,Reduced Complexity Rule Induction
164,paper_cite_paper,405,A Rule-Based Classification Algorithm for Uncertain Data,Hierarchical density-based clustering of uncertain data
166,paper_cite_paper,4984,Linearized cluster assignment via spectral ordering,Cluster merging and splitting in hierarchical clustering algorithms
166,paper_cite_paper,2108,Linearized cluster assignment via spectral ordering,Learning Spectral Clustering
166,paper_cite_paper,2364,Linearized cluster assignment via spectral ordering,Multiclass spectral clustering
166,paper_cite_paper,4316,Linearized cluster assignment via spectral ordering,A min-max cut algorithm for graph partitioning and data clustering
166,paper_cite_paper,945,Linearized cluster assignment via spectral ordering,Spectral Relaxation for K-means Clustering
166,paper_cite_paper,1577,Linearized cluster assignment via spectral ordering,On Spectral Clustering: Analysis and an algorithm
167,paper_cite_paper,1071,Monocular SLAM as a Graph of Coalesced Observations,Real-time simultaneous localisation and mapping with a single camera
167,paper_cite_paper,175,Monocular SLAM as a Graph of Coalesced Observations,Fusing points and lines for high performance tracking
171,paper_cite_paper,1651,Improved Approximation Algorithms for Large Matrices via Random Projections,To randomize or not to randomize: space optimal summaries for hyperlink analysis
171,paper_cite_paper,109,Improved Approximation Algorithms for Large Matrices via Random Projections,On Spectral Learning of Mixtures of Distributions
